treated,trump_approval,video_id,vote_pres_2020,vote_pres_2024,partisanship,democratic_party_fav,republican_party_fav,trump_fav,biden_fav,text
1,0,99.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,99.0,other_did_not_vote,other_did_not_vote,Something else,Never heard of/Not sure,Never heard of/Not sure,Somewhat Favorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,99.0,Republican Donald Trump,Democrat Kamala Harris,Republican,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,99.0,Republican Donald Trump,other_did_not_vote,Republican,Somewhat unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,99.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,Democrat Joe Biden,other_did_not_vote,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,other_did_not_vote,Republican Donald Trump,Independent,Never heard of/Not sure,Never heard of/Not sure,Somewhat Unfavorable,Somewhat Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,99.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat unfavorable,Very unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,other_did_not_vote,Democrat Kamala Harris,Republican,Somewhat favorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,other_did_not_vote,other_did_not_vote,Independent,Very unfavorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,99.0,other_did_not_vote,Republican Donald Trump,Independent,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,99.0,Republican Donald Trump,other_did_not_vote,Independent,Very unfavorable,Somewhat unfavorable,Very Favorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,other_did_not_vote,other_did_not_vote,Republican,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,Democrat Joe Biden,other_did_not_vote,Democrat,Very favorable,Somewhat favorable,Somewhat Favorable,Very Favorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,other_did_not_vote,Republican Donald Trump,Independent,Somewhat favorable,Somewhat favorable,Somewhat Unfavorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,99.0,Republican Donald Trump,Republican Donald Trump,Independent,Somewhat unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,other_did_not_vote,other_did_not_vote,Independent,Somewhat favorable,Somewhat favorable,Somewhat Unfavorable,Somewhat Favorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,99.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,99.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,99.0,other_did_not_vote,Republican Donald Trump,Independent,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Very favorable,Somewhat favorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,0,99.0,other_did_not_vote,other_did_not_vote,Independent,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Not sure/Never Heard of,"Donald Trump's policies would force many schools to stop giving free breakfast and lunch to all students, making kids go hungry if their families can't afford to pay."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Somewhat favorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Independent,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,other_did_not_vote,other_did_not_vote,Independent,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Somewhat favorable,Somewhat Unfavorable,Very Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,other_did_not_vote,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,other_did_not_vote,other_did_not_vote,Independent,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Republican Donald Trump,Democrat Kamala Harris,Independent,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Somewhat Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat unfavorable,Somewhat favorable,Somewhat Unfavorable,Not sure/Never Heard of,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,other_did_not_vote,Democrat Kamala Harris,Independent,Somewhat unfavorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,other_did_not_vote,Independent,Very unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Independent,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,other_did_not_vote,other_did_not_vote,Something else,Never heard of/Not sure,Never heard of/Not sure,Somewhat Unfavorable,Somewhat Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,other_did_not_vote,Republican,Very unfavorable,Very favorable,Very Favorable,Not sure/Never Heard of,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Somewhat favorable,Somewhat Unfavorable,Somewhat Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Never heard of/Not sure,Somewhat Unfavorable,Somewhat Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Republican Donald Trump,other_did_not_vote,Republican,Very unfavorable,Somewhat unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,1,100.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,Republican Donald Trump,Republican Donald Trump,Independent,Somewhat unfavorable,Somewhat favorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,100.0,other_did_not_vote,other_did_not_vote,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump wants to cut food stamps by $230 billion in his budget, which means millions of struggling families will lose around 20% of the food aid they rely on to feed their kids."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,other_did_not_vote,Democrat Kamala Harris,Independent,Somewhat unfavorable,Somewhat favorable,Somewhat Unfavorable,Somewhat Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,1,101.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat unfavorable,Somewhat favorable,Very Favorable,Somewhat Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,other_did_not_vote,Democrat,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Somewhat unfavorable,Somewhat Unfavorable,Very Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,1,101.0,Republican Donald Trump,Republican Donald Trump,Something else,Somewhat unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat unfavorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Republican Donald Trump,Republican Donald Trump,Independent,Somewhat unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,other_did_not_vote,Democrat Kamala Harris,Independent,Somewhat favorable,Somewhat unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,1,101.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,1,101.0,Republican Donald Trump,other_did_not_vote,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Republican Donald Trump,Republican Donald Trump,Something else,Somewhat unfavorable,Somewhat unfavorable,Somewhat Favorable,Somewhat Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,1,101.0,other_did_not_vote,other_did_not_vote,Republican,Very unfavorable,Somewhat favorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,other_did_not_vote,other_did_not_vote,Independent,Somewhat unfavorable,Somewhat favorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,1,101.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat unfavorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Republican Donald Trump,Republican Donald Trump,Independent,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Republican Donald Trump,Republican Donald Trump,Republican,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,1,101.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,1,101.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Independent,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,1,101.0,Republican Donald Trump,Republican Donald Trump,Independent,Very unfavorable,Somewhat favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,1,101.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,other_did_not_vote,other_did_not_vote,Something else,Never heard of/Not sure,Very unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,other_did_not_vote,Democrat Kamala Harris,Democrat,Somewhat favorable,Very unfavorable,Very Unfavorable,Somewhat Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,other_did_not_vote,other_did_not_vote,Independent,Never heard of/Not sure,Never heard of/Not sure,Very Unfavorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,101.0,other_did_not_vote,other_did_not_vote,Independent,Very unfavorable,Very unfavorable,Very Unfavorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,1,101.0,other_did_not_vote,other_did_not_vote,Republican,Very unfavorable,Somewhat unfavorable,Somewhat Favorable,Very Unfavorable,"Donald Trump's budget cuts to food stamps would mean many kids won't get enough to eat, since his plan takes away about 3-4 meals worth of food aid per week from families who are already struggling."
1,0,102.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's budget hands out huge tax breaks to the richest 1% of Americans - giving millionaires and billionaires an average of $175,000 each year while raising costs for working families."
1,0,102.0,Democrat Joe Biden,Democrat Kamala Harris,Democrat,Very favorable,Very unfavorable,Very Unfavorable,Very Favorable,"Donald Trump's budget hands out huge tax breaks to the richest 1% of Americans - giving millionaires and billionaires an average of $175,000 each year while raising costs for working families."
1,1,102.0,other_did_not_vote,Republican Donald Trump,Republican,Never heard of/Not sure,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget hands out huge tax breaks to the richest 1% of Americans - giving millionaires and billionaires an average of $175,000 each year while raising costs for working families."
1,1,102.0,Republican Donald Trump,Republican Donald Trump,Republican,Very unfavorable,Very favorable,Very Favorable,Very Unfavorable,"Donald Trump's budget hands out huge tax breaks to the richest 1% of Americans - giving millionaires and billionaires an average of $175,000 each year while raising costs for working families."
1,0,102.0,Republican Donald Trump,Republican Donald Trump,Independent,Somewhat unfavorable,Somewhat unfavorable,Somewhat Unfavorable,Somewhat Favorable,"Donald Trump's budget hands out huge tax breaks to the richest 1% of Americans - giving millionaires and billionaires an average of $175,000 each year while raising costs for working families."
